Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011]
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.84879240030133,6.86568733550151,6.69725946087986,5.67155546944753,3.33967342629693,1.77815106030278,6.35767909791932,7.19143372144946,4.811223315688,2.96375291904201
Benin,BEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.09009852710551,4.00308913488962,3.81878334277161,2.80528150351485,0.525130743148708,-1.00423453913564,3.43949177750025,4.2413800400243,1.91953679804608,0.116989314098049
Benin,BEN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,14.4411167031815,5.82580347791162,5.99999999480818,6.97043957569699,-6.25622309831877,13.5699189756018,-2.28745754534627,7.89682221635901,4.76689837463722,3.34734902581968
Benin,BEN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.80934841146481,6.87390631902917,6.79508776645625,5.43007133472892,3.27077372181922,1.41433267270821,6.4571502688664,7.23636722189921,4.34047714584858,3.38384644305746
Benin,BEN,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1.05170234910841,4.01108795750274,3.913972438656,2.57034747289433,0.45810757991292,-1.35810695078246,3.5362337095972,4.28507690958091,1.4617782674069,0.52546800356312
Benin,BEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1280,1250,1200,1090,1110,1180,1270,1220,1120,1090
Benin,BEN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,15498937116.1709,14803390762.073,13728467799.943,12203345013.6549,12104023692.2275,12462818879.0211,13069577667.614,12214954488.2158,10942496193.1572,10357314482.5216
Benin,BEN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1.86096695848978,10.0204384290287,15.9170371355238,24.7414437183254,1.56873505378132,13.9455123870415,9.23229093947022,40.6684099518049,4.98452151285504,5.11347951391599
Benin,BEN,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2.1096116156788,10.4091327176776,16.222676036593,25.3369006906638,0.32436192877951,4.96703987026254,12.1825319900946,46.3193054299694,-0.437854307458068,4.070996195866
Benin,BEN,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,3.2300000015,3.49999999925812,3.49999999999999,3.49999999999999,1.93420456247351,5.25108574133961,3.68485765055205,4.04816645195784,1.91413431197212,3.74555537718064
Benin,BEN,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,0.487744054638199,0.727558056962366,0.707779471285889,0.692628099812495,-0.842058997314709,2.37375792352093,0.84000583090365,1.18461975022441,-0.897623044007219,0.877176332618475
Benin,BEN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-19.7928049110094,3.39394794126189,4.8386861710308,14.323232345899,3.30332906025504,-0.967773146801491,14.6916958927912,30.7710051111943,11.3622894637282,-4.56659687749637
Benin,BEN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,5.17512691988129,13.5583944431426,4.84097644985295,0.469051557302976,0.891605887717134,13.7868754537775,3.89150454428717,6.1995819109343,3.66417187653727,0.175324284212593
Benin,BEN,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,3.36721654807522,11.2568030528357,3.79293334811696,-0.562909429444289,6.43171428021721,6.2463690005065,8.62526232875756,4.40115187022943,0.340149385218112,0.368267615491646
Benin,BEN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,4.85662036003411,5.21702432843338,5.70031155805984,5.46212735441574,1.85168874713526,-0.0248212919299675,4.98838978078862,8.75567464004317,5.60945995049246,8.71135819275418
Benin,BEN,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..,..,..,..,..,-28.9371945601602,-29.453310855689
Benin,BEN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,17380,16270,16100,14430,13790,13200,12500,12480
Benin,BEN,Age dependency ratio (% of working-age population),SP.POP.DPND,82.5585151246424,83.3866501323985,84.1664333524795,84.8856929719331,85.5345764909521,86.0977794701508,86.8114364457074,87.4915128770948,88.1103590631192,88.6136199796491
Benin,BEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,35.831,36.221,36.621,37.027,37.432,37.831,38.219,38.591,38.945
Benin,BEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,8.718,8.871,9.025,9.18,9.332,9.481,9.628,9.775,9.928
Benin,BEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,41.9445773393164,42.2055187667711,42.4476823945995,42.6685773263257,42.8661699256158,43.0370901834653,43.2417853327998,43.4322602493195,43.6034888201546,43.7447830956921
Benin,BEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2505800,2454268,2402126,2349450,2296358,2242865,2192047,2141538,2091100,2040215
Benin,BEN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,41.2888555680966,41.5281151357173,41.7485430487977,41.9477601347642,42.1233923928869,42.2717086676354,42.4491840713627,42.6117526361512,42.7549209255804,42.8686663492478
Benin,BEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,2579221,2526470,2473008,2418852,2364082,2308717,2256164,2203675,2151179,2098392
Benin,BEN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,42.6018392375073,42.8850825698289,43.1496226208678,43.3929516134501,43.6131704992594,43.8075744592356,44.0406979865143,44.2603139330486,44.4609583215783,44.6313781649551
Benin,BEN,"Population ages 0-14, total",SP.POP.0014.TO,5085024,4980737,4875131,4768295,4660441,4551586,4448213,4345221,4242294,4138619
Benin,BEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,3336519,3234818,3136289,3041234,2950020,2863003,2776893,2694141,2614825,2539187
Benin,BEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.776956579121,54.5295963080211,54.2987123079372,54.0874712018525,53.8983079844184,53.735190931275,53.529916464175,53.3357435601315,53.1602798941624,53.018439923512
Benin,BEN,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,54.9768740885985,54.7356255906408,54.5081716487689,54.2990718447677,54.1138838224981,53.9595690023993,53.7747785989436,53.6072999213244,53.4630749888722,53.3529850046919
Benin,BEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3304206,3200303,3099937,3003145,2909841,2820011,2729644,2641889,2557280,2476803
Benin,BEN,"Population ages 15-64, total",SP.POP.1564.TO,6640719,6435120,6236226,6044379,5859863,5683013,5506536,5336025,5172099,5015984
Benin,BEN,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,54.5766542764684,54.3229321557237,54.0884266037414,53.8748652969155,53.6814677573517,53.509304890276,53.283106642381,53.061743004875,52.8543275555432,52.6799241195617
Benin,BEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.27846608156262,3.26488492520772,3.25360529746338,3.2439514718218,3.23552208996581,3.22771888525969,3.22829820302514,3.23199619054892,3.236231285683,3.23677698079587
Benin,BEN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,226631,220809,215381,210211,205125,199962,194992,190019,184974,179820
Benin,BEN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.73427034330486,3.73625927364192,3.74328530243338,3.75316802046816,3.762723784615,3.76872232996534,3.77603732969373,3.7809474425244,3.78200408554746,3.77834864606022
Benin,BEN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,170821,164483,158294,152300,146646,141404,137099,133332,129896,126412
Benin,BEN,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.82150648602436,2.79198527444742,2.7619507753908,2.73218308963444,2.70536174338893,2.68312065048845,2.67619537110473,2.67794306207641,2.68471412287854,2.68869771548324
Benin,BEN,"Population ages 65 and above, total",SP.POP.65UP.TO,397455,385294,373678,362518,351768,341362,332090,323348,314861,306226
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.69237381344614,2.71521854979345,2.73485620295269,2.74990222166209,2.76136092814418,2.77183788570358,2.78209237028195,2.79071643360586,2.79772118064924,2.80376175488743
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,6068950,5909895,5753796,5600895,5451503,5305830,5163932,5025698,4890899,4759222
Benin,BEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.0606358157311,50.0789711105298,50.098201703347,50.1190046667655,50.1422635906017,50.1687695171371,50.19940527892,50.2339025451708,50.2700309807926,50.3044923441698
Benin,BEN,"Population, male",SP.POP.TOTL.MA.IN,6054248,5891256,5731239,5574297,5420569,5270132,5122907,4978896,4838355,4701607
Benin,BEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.9393641842689,49.9210288894702,49.901798296653,49.8809953332345,49.8577364093983,49.8312304828629,49.80059472108,49.7660974548292,49.7299690192074,49.6955076558302
Benin,BEN,"Population, total",SP.POP.TOTL,12123198,11801151,11485035,11175192,10872072,10575962,10286839,10004594,9729254,9460829
Benin,BEN,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,1.041,1.041,1.041,1.041,1.041,1.041,1.041,1.041,1.041
Botswana,BWA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-1.73740013661607,2.97256796843941,10.3093479067571,-8.75427093914489,15.4108494085047,-2.84738041002278,-0.351070083573902,1.32962322770366,-8.53196324514339,0.175044339714731
Botswana,BWA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-18.0842673073218,-7.09092019398217,11.8824559109537,-5.45745119221303,-8.3683959698463,-7.36013447208551,3.73843864523356,37.8024943501792,17.8406559287632,27.5459465376979
Botswana,BWA,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,-0.0740053133961851,6.20100739437568,3.51477332364905,-0.736245761203747,2.59028585077282,0.427160002424088,3.63968043726288,11.2677975715335,2.68040023404184,7.15943772459934
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-8.49289351078259,2.99273763533627,3.98039539042554,4.003449739749,7.03689695063241,-5.71768255706327,4.14926225520414,11.3433969713494,4.4561444705963,6.04836145468921
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-10.3576481196919,0.773637549401784,1.72043437304123,1.8738815256832,5.09386203389349,-7.14464380174003,2.84937799269925,10.1017800948013,3.21955190279949,4.55924778272052
Botswana,BWA,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,3.67407540894338,10.3296774542115,2.24837034581815,-3.34114350278625,4.1426343898267,-0.525067375902225,10.7894388074524,14.3892011907538,15.2300888369942,4.98797604996115
Botswana,BWA,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-8.01045382484801,2.3425846079912,3.11331805790478,3.94677789252282,6.40269242111621,-4.56521254330966,8.96220094800233,8.44082382651365,5.22398588634709,8.51534166361387
Botswana,BWA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,-9.88503970984482,0.137492836351228,0.872202525414039,1.818370087701,4.47117018439988,-6.00961640172228,7.60224652150687,7.23157423801388,3.97830331247377,6.99158706077935
Botswana,BWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,6640,7510,7510,7050,6950,6780,7700,7570,7250,6610
Botswana,BWA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,15611605883.9885,17304733450.2125,16917989175.8551,15553979255.4667,15007509087.5795,14386982871.8089,16077735791.5297,15613701335.4677,14783888214.3307,13312727615.7648
Botswana,BWA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,13.3255678990163,11.3063287763814,13.9013041964176,5.26082247204639,-5.36329602262109,22.7701001358238,-1.90969831663523,-12.6392949297834,19.0420079420464,9.56096122641634
Botswana,BWA,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,-7.7009486313722,10.1747985579478,8.62130832956301,-4.60336359577317,7.00606511035315,3.65885534892297,1.47129110484046,2.01895968111356,13.6148363697617,12.1520744320688
Botswana,BWA,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,-2.69297731739766,3.49466097397206,4.3621854242956,1.08629053228087,1.53141192446876,1.08715491497399,0.849614892966599,10.0954475262326,-1.3546690050981,7.87683407784473
Botswana,BWA,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-1.80164240157802,1.97991189929891,1.82354670158493,4.37348846203129,0.381916804491667,2.43536576202743,-0.409086555708228,8.86774683272087,-2.52247089721646,6.36204529364784
Botswana,BWA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.15549992014806,11.939154701485,15.916768374908,-12.9488587527457,-20.921694948677,5.83613269064678,3.50353327699924,10.0138741231228,32.0777473882464,19.2248985176715
Botswana,BWA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,-20.6457539090558,-1.54892228190657,5.52183334050827,5.05313936835759,3.78790249397628,-10.7645481961354,-0.233246670233569,15.8653975209285,0.301390272152616,1.45842500628281
Botswana,BWA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-14.9042287406311,4.52048435142558,-1.16428011547211,-2.16132803366847,4.95602497153402,-15.5215018989336,0.505581368226331,6.53381415049037,3.70604160046675,11.3509261616272
Botswana,BWA,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,-0.758126102301489,6.84554872780762,2.68323669294416,3.48663688095003,9.59035016963554,-2.06652435568098,6.48837620807249,10.0926760502476,7.23704785428814,9.02793305788667
Botswana,BWA,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..,..,..,..,..,513.996521783697,512.357104930585
Botswana,BWA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,16120,17460,13580,14400,14760,15950,16490,27490
Botswana,BWA,Age dependency ratio (% of working-age population),SP.POP.DPND,61.0718603273321,61.6314958243322,62.171377099118,62.6695614198159,63.0562790170989,63.2737970129443,63.0023342695906,62.668165148468,62.328284130668,62.0929993147622
Botswana,BWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,24.234,24.821,25.396,25.943,26.44,26.87,27.231,27.524,27.754
Botswana,BWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,5.708,5.742,5.834,6,6.259,6.634,7.122,7.713,8.391
Botswana,BWA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.4037243151231,33.7649873225515,34.1129460158256,34.4388412211802,34.7144139593607,34.9166036376394,34.9304181042201,34.9082300145257,34.8754827030981,34.8838420901428
Botswana,BWA,"Population ages 0-14, female",SP.POP.0014.FE.IN,388272,384640,380508,376009,371169,365999,360954,356152,351632,347557
Botswana,BWA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,32.0217463378105,32.3339108446881,32.6323318291045,32.907990236363,33.1338471055899,33.287767166894,33.396990001832,33.4774631153088,33.5550090798309,33.6787544683651
Botswana,BWA,"Population ages 0-14, male",SP.POP.0014.MA.IN,397261,393188,388379,383329,378581,374483,368580,363831,359684,355517
Botswana,BWA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,34.8750196427176,35.2914777276334,35.6959102811435,36.0790761895171,36.4120325397177,36.670302854636,36.5719706177982,36.4306419877941,36.272216081902,36.1507541469694
Botswana,BWA,"Population ages 0-14, total",SP.POP.0014.TO,785530,777845,768929,759403,749805,740482,729563,720000,711303,703051
Botswana,BWA,"Population ages 15-64, female",SP.POP.1564.FE.IN,760631,744931,728924,713135,698426,685403,673919,663581,653723,643347
Botswana,BWA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.0840805110675,61.8691173361775,61.6631796378814,61.4743229270593,61.3285078616083,61.2468147550167,61.3487961896335,61.4748359795748,61.6035548913587,61.6929715793814
Botswana,BWA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.7311084463343,62.6209768600363,62.5124566269255,62.4129731394959,62.3477184209046,62.33769895407,62.3538348516559,62.3750770781008,62.3824942004548,62.3412149689383
Botswana,BWA,"Population ages 15-64, male",SP.POP.1564.MA.IN,699355,680357,661029,642465,626258,613467,607443,604379,602704,600004
Botswana,BWA,"Population ages 15-64, total",SP.POP.1564.TO,1459985,1425281,1389929,1355556,1324650,1298871,1281343,1267950,1256436,1243364
Botswana,BWA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,61.3954537753084,61.0669804580492,60.7551692476524,60.4690583913507,60.2336796465182,60.0722080343434,60.2729056052613,60.5168745212502,60.7794889998628,61.0114202448779
